100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 -0.0326 -0.0344 -0.0359 -0.0381 -0.0418 -0.0483 -0.0584 -0.0735 -0.0961 -0.1303 -0.1806 -0.2526 -0.3374 -0.4161 -0.4568 -0.4346 -0.3647 -0.2785 -0.2008 -0.1441 -0.1056 -0.0796 -0.0623 -0.0508 -0.0441 -0.0391 -0.0365 -0.0348 -0.0328
100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 -0.0325 -0.0342 -0.0356 -0.0379 -0.0415 -0.0483 -0.0582 -0.0732 -0.0961 -0.1301 -0.1803 -0.2529 -0.3374 -0.4163 -0.4570 -0.4347 -0.3650 -0.2784 -0.2008 -0.1439 -0.1054 -0.0793 -0.0621 -0.0508 -0.0441 -0.0389 -0.0362 -0.0346 -0.0327
100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 -0.0324 -0.0342 -0.0356 -0.0379 -0.0415 -0.0481 -0.0580 -0.0730 -0.0957 -0.1300 -0.1804 -0.2528 -0.3376 -0.4165 -0.4572 -0.4349 -0.3650 -0.2785 -0.2003 -0.1440 -0.1051 -0.0792 -0.0619 -0.0506 -0.0439 -0.0388 -0.0362 -0.0345 -0.0327
100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 -0.0324 -0.0341 -0.0356 -0.0378 -0.0415 -0.0480 -0.0578 -0.0726 -0.0953 -0.1298 -0.1804 -0.2524 -0.3374 -0.4163 -0.4572 -0.4348 -0.3650 -0.2783 -0.2003 -0.1437 -0.1048 -0.0787 -0.0617 -0.0504 -0.0437 -0.0388 -0.0362 -0.0345 -0.0327
100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 -0.0325 -0.0340 -0.0354 -0.0377 -0.0414 -0.0479 -0.0574 -0.0721 -0.0949 -0.1295 -0.1803 -0.2521 -0.3372 -0.4158 -0.4567 -0.4344 -0.3647 -0.2778 -0.2003 -0.1434 -0.1043 -0.0782 -0.0613 -0.0503 -0.0436 -0.0387 -0.0360 -0.0344 -0.0328
100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 -0.0326 -0.0341 -0.0355 -0.0378 -0.0415 -0.0475 -0.0570 -0.0717 -0.0942 -0.1292 -0.1804 -0.2516 -0.3368 -0.4152 -0.4560 -0.4337 -0.3641 -0.2775 -0.2001 -0.1432 -0.1040 -0.0778 -0.0609 -0.0499 -0.0432 -0.0388 -0.0362 -0.0345 -0.0328
100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 -0.0327 -0.0339 -0.0353 -0.0376 -0.0412 -0.0474 -0.0566 -0.0711 -0.0939 -0.1287 -0.1800 -0.2510 -0.3359 -0.4144 -0.4551 -0.4328 -0.3632 -0.2767 -0.2000 -0.1426 -0.1035 -0.0771 -0.0604 -0.0498 -0.0431 -0.0386 -0.0359 -0.0343 -0.0330
100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 -0.0327 -0.0339 -0.0353 -0.0376 -0.0412 -0.0469 -0.0561 -0.0707 -0.0933 -0.1283 -0.1795 -0.2501 -0.3350 -0.4134 -0.4543 -0.4320 -0.3622 -0.2759 -0.1995 -0.1422 -0.1031 -0.0768 -0.0600 -0.0494 -0.0427 -0.0386 -0.0359 -0.0343 -0.0329
100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 -0.0327 -0.0344 -0.0359 -0.0382 -0.0419 -0.0486 -0.0587 -0.0742 -0.0975 -0.1324 -0.1829 -0.2564 -0.3422 -0.4215 -0.4626 -0.4401 -0.3698 -0.2825 -0.2033 -0.1465 -0.1072 -0.0804 -0.0626 -0.0511 -0.0443 -0.0392 -0.0365 -0.0348 -0.0330
100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 -0.0326 -0.0343 -0.0358 -0.0381 -0.0417 -0.0484 -0.0586 -0.0740 -0.0973 -0.1321 -0.1827 -0.2564 -0.3422 -0.4218 -0.4628 -0.4403 -0.3699 -0.2827 -0.2031 -0.1462 -0.1071 -0.0802 -0.0626 -0.0509 -0.0441 -0.0390 -0.0364 -0.0347 -0.0329
